"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"1114",1114,114,10,-1,1,0,0.628419422963634,0.6,1,50,50,50615.04,0.3158,51237638.71
"1115",1115,115,10,-1,1,0,0.621306004398502,0.6,1,50,50,49405.96,0.3473,48818987.07
"1116",1116,116,10,-1,1,0,0.472729141544551,0.6,1,50,50,77161.91,0.4755,119079204.07
"1117",1117,117,10,-1,1,0,0.623321759141982,0.6,1,50,50,90269.25,0.5493,162970763.39
"1118",1118,118,10,-1,1,0,0.493404099531472,0.6,1,50,50,54033.24,0.3606,58391820.11
"1119",1119,119,10,-1,1,0,0.60938744568266,0.6,1,50,50,70588.35,0.4217,99654306.98
"1120",1120,120,10,-1,1,0,0.565360616520047,0.6,1,50,50,76545.06,0.4824,117182931.66
"1121",1121,121,10,-1,1,0,0.445502871763892,0.6,1,50,50,121514.64,0.679,295316143.37
"1122",1122,122,10,-1,1,0,0.480620237626135,0.6,1,50,50,120454.68,0.6525,290186621.14
"1123",1123,123,10,-1,1,0,0.617626827722415,0.6,1,50,50,52646.8,0.3216,55433710.33
"1124",1124,124,10,-1,1,0,0.573776008328423,0.6,1,50,50,53923.39,0.3228,58154630.33
"1125",1125,125,10,-1,1,0,0.694041616423056,0.6,1,50,50,83512.66,0.4652,139487284.8
"1126",1126,126,10,-1,1,0,0.579725508065894,0.6,1,50,50,107448.56,0.5057,230903880.03
"1127",1127,127,10,-1,1,0,0.478139973105863,0.6,1,50,50,52357.19,0.3514,54825508.65
"1128",1128,128,10,-1,1,0,0.481528259743936,0.6,1,50,50,95974.05,0.6322,184220377.44
"1129",1129,129,10,-1,1,0,0.473228936479427,0.6,1,50,50,108087.78,0.568,233659356.88
"1130",1130,130,10,-1,1,0,0.571449315990321,0.6,1,50,50,60613.1,0.3867,73478955.91
"1131",1131,131,10,-1,1,0,0.508566592866555,0.6,1,50,50,78112.08,0.4668,122029933.65
"1132",1132,132,10,-1,1,0,0.627511910605244,0.6,1,50,50,56231.84,0.3433,63240390.75
"1133",1133,133,10,-1,1,0,0.606884009041823,0.6,1,50,50,79757.06,0.4864,127223782.88
"1134",1134,134,10,-1,1,0,0.472781247855164,0.6,1,50,50,106089.61,0.6772,225100122.66
"1135",1135,135,10,-1,1,0,0.499658294231631,0.6,1,50,50,116562.49,0.6798,271736295.49
"1136",1136,136,10,-1,1,0,0.677691617095843,0.6,1,50,50,66817.02,0.409,89290285.81
"1137",1137,137,10,-1,1,0,0.680798131600022,0.6,1,50,50,84541.61,0.493,142945692.17
"1138",1138,138,10,-1,1,0,0.481587782292627,0.6,1,50,50,59413.47,0.3744,70599208.07
"1139",1139,139,10,-1,1,0,0.643996377661824,0.6,1,50,50,74364.24,0.4363,110600814.91
"1140",1140,140,10,-1,1,0,0.545827930886298,0.6,1,50,50,96723.8,0.597,187109851.98
"1141",1141,141,10,-1,1,0,0.42203745583538,0.6,1,50,50,125335.71,0.6131,314180829.07
"1142",1142,142,10,-1,1,0,0.410963909188286,0.6,1,50,50,73332.16,0.4618,107552120.6
"1143",1143,143,10,-1,1,0,0.504864695714787,0.6,1,50,50,92529.93,0.5234,171235774.39
"1144",1144,144,10,-1,1,0,0.538293717731722,0.6,1,50,50,74717.18,0.4699,111653144.47
"1145",1145,145,10,-1,1,0,0.620886761439033,0.6,1,50,50,90361.87,0.4852,163305362.36
"1146",1146,146,10,-1,1,0,0.528193401754834,0.6,1,50,50,111669.48,0.6114,249401461.79
"1147",1147,147,10,-1,1,0,0.62743604327552,0.6,1,50,50,78956.91,0.3976,124683865.9
"1148",1148,148,10,-1,1,0,0.627640409651212,0.6,1,50,50,81632.39,0.4668,133276933.19
"1149",1149,149,10,-1,1,0,0.629500963748433,0.6,1,50,50,58356.59,0.3708,68109826.21
"1150",1150,150,10,-1,1,0,0.699619276775047,0.6,1,50,50,77329.84,0.4394,119598093.41
"1151",1151,151,10,-1,1,0,0.648464086139575,0.6,1,50,50,77240.45,0.45,119321740.04
"1152",1152,152,10,-1,1,0,0.412261352920905,0.6,1,50,50,132300.57,0.6643,350068821.8
"1153",1153,153,10,-1,1,0,0.580309211579151,0.6,1,50,50,72373.22,0.4017,104757654.63
"1154",1154,154,10,-1,1,0,0.645929680601694,0.6,1,50,50,87342.81,0.5021,152575334.84
"1155",1155,155,10,-1,1,0,0.517409797012806,0.6,1,50,50,103342.57,0.564,213593738.78
"1156",1156,156,10,-1,1,0,0.603557541663758,0.6,1,50,50,92840.73,0.5832,172388006.78
"1157",1157,157,10,-1,1,0,0.555887968256138,0.6,1,50,50,89750.6,0.5317,161103415.26
"1158",1158,158,10,-1,1,0,0.63240323648788,0.6,1,50,50,84272.52,0.5517,142037167.61
"1159",1159,159,10,-1,1,0,0.682504549412988,0.6,1,50,50,43503.75,0.2736,37851524.06
"1160",1160,160,10,-1,1,0,0.443742508022115,0.6,1,50,50,88531.26,0.5203,156755664.58
"1161",1161,161,10,-1,1,0,0.540494593931362,0.6,1,50,50,83817.73,0.5105,140508245.08
"1162",1162,162,10,-1,1,0,0.465041642659344,0.6,1,50,50,55668.61,0.3624,61979878.4
"1163",1163,163,10,-1,1,0,0.578803737810813,0.6,1,50,50,92322.12,0.5619,170467466.41
"1164",1164,164,10,-1,1,0,0.413771843747236,0.6,1,50,50,133236.46,0.6814,355039071.12
"1165",1165,165,10,-1,1,0,0.420156522397883,0.6,1,50,50,158432.01,0.8527,502014013.73
"1166",1166,166,10,-1,1,0,0.592954430170357,0.6,1,50,50,90749.32,0.5203,164708764.43
"1167",1167,167,10,-1,1,0,0.645074206171557,0.6,1,50,50,80925.48,0.4782,130978673.48
"1168",1168,168,10,-1,1,0,0.655260763969272,0.6,1,50,50,74757.3,0.4044,111773080.27
"1169",1169,169,10,-1,1,0,0.41487594791688,0.6,1,50,50,125684.77,0.7214,315933223.04
"1170",1170,170,10,-1,1,0,0.458613593806513,0.6,1,50,50,114018,0.7455,260002104.49
"1171",1171,171,10,-1,1,0,0.660575398104265,0.6,1,50,50,89330.7,0.4664,159599466.07
"1172",1172,172,10,-1,1,0,0.559120622440241,0.6,1,50,50,106331.49,0.5623,226127694.97
"1173",1173,173,10,-1,1,0,0.441837752098218,0.6,1,50,50,109340.89,0.5559,239108587.68
"1174",1174,174,10,-1,1,0,0.692235637665726,0.6,1,50,50,51558.52,0.3207,53165628.15
"1175",1175,175,10,-1,1,0,0.450988740776666,0.6,1,50,50,102832.84,0.5587,211491851.8
"1176",1176,176,10,-1,1,0,0.641119954083115,0.6,1,50,50,75848.99,0.4706,115061386.24
"1177",1177,177,10,-1,1,0,0.52807850423269,0.6,1,50,50,72962.36,0.4505,106470133.22
"1178",1178,178,10,-1,1,0,0.633352333144285,0.6,1,50,50,86121.51,0.5034,148338296.92
"1179",1179,179,10,-1,1,0,0.65229676256422,0.6,1,50,50,89835.51,0.5384,161408370.22
"1180",1180,180,10,-1,1,0,0.44045215358492,0.6,1,50,50,104484.56,0.613,218340461.1
"1181",1181,181,10,-1,1,0,0.567465579789132,0.6,1,50,50,102157.69,0.4957,208723873.49
"1182",1182,182,10,-1,1,0,0.616510398173705,0.6,1,50,50,62007.58,0.3687,76898799.78
"1183",1183,183,10,-1,1,0,0.450147700752132,0.6,1,50,50,52190.87,0.337,54477735.77
"1184",1184,184,10,-1,1,0,0.432085865549743,0.6,1,50,50,131291.26,0.7338,344747886.17
"1185",1185,185,10,-1,1,0,0.553479170496576,0.6,1,50,50,101361.38,0.6042,205482594.16
"1186",1186,186,10,-1,1,0,0.485404344997369,0.6,1,50,50,126280.3,0.7281,318934300.71
"1187",1187,187,10,-1,1,0,0.510381875536405,0.6,1,50,50,81747.78,0.4522,133653990.52
"1188",1188,188,10,-1,1,0,0.586399679281749,0.6,1,50,50,74275.76,0.4646,110337783.42
"1189",1189,189,10,-1,1,0,0.557411739020608,0.6,1,50,50,79112.77,0.4559,125176595.33
"1190",1190,190,10,-1,1,0,0.698245624289848,0.6,1,50,50,51211.37,0.3281,52452083.59
"1191",1191,191,10,-1,1,0,0.48048745598644,0.6,1,50,50,57001.1,0.3792,64982505
"1192",1192,192,10,-1,1,0,0.617535031074658,0.6,1,50,50,87514.84,0.5128,153176931.6
"1193",1193,193,10,-1,1,0,0.458812807127833,0.6,1,50,50,77930.63,0.4672,121463672.83
"1194",1194,194,10,-1,1,0,0.424440022627823,0.6,1,50,50,110586.32,0.6836,244586666.34
"1195",1195,195,10,-1,1,0,0.620864291093312,0.6,1,50,50,80041.57,0.4917,128133070.18
"1196",1196,196,10,-1,1,0,0.463035495742224,0.6,1,50,50,100319.44,0.5606,201279810.91
"1197",1197,197,10,-1,1,0,0.64311023929622,0.6,1,50,50,81538.38,0.5142,132970161.92
"1198",1198,198,10,-1,1,0,0.519047249993309,0.6,1,50,50,118182.27,0.6738,279340964.31
"1199",1199,199,10,-1,1,0,0.538564634951763,0.6,1,50,50,54155.14,0.3696,58655587.87
"1200",1200,200,10,-1,1,0,0.568194845248945,0.6,1,50,50,114483.82,0.6711,262130888.93
"1201",1201,1,12,-1,1,0,0.536979604559019,0.6,1,50,50,69109.81,0.4267,95523322.57
"1202",1202,2,12,-1,1,0,0.600224871118553,0.6,1,50,50,57471.65,0.3687,66059819.09
"1203",1203,3,12,-1,1,0,0.691542634903453,0.6,1,50,50,62161.72,0.3871,77281589.92
"1204",1204,4,12,-1,1,0,0.493061214522459,0.6,1,50,50,52347.5,0.3399,54805218.83
"1205",1205,5,12,-1,1,0,0.661088888370432,0.6,1,50,50,53944.64,0.3241,58200491.63
"1206",1206,6,12,-1,1,0,0.643704587477259,0.6,1,50,50,52368.46,0.3135,54849120.24
"1207",1207,7,12,-1,1,0,0.596642582048662,0.6,1,50,50,66352.37,0.3758,88052739.19
"1208",1208,8,12,-1,1,0,0.405832715029828,0.6,1,50,50,76440.16,0.4295,116861955.87
"1209",1209,9,12,-1,1,0,0.543728996650316,0.6,1,50,50,48115.38,0.3029,46301790.11
"1210",1210,10,12,-1,1,0,0.408152316766791,0.6,1,50,50,78438.95,0.45,123053373.23
"1211",1211,11,12,-1,1,0,0.681529537658207,0.6,1,50,50,40988.29,0.2643,33600796.22
"1212",1212,12,12,-1,1,0,0.628390577691607,0.6,1,50,50,69875.34,0.4047,97651258.52
"1213",1213,13,12,-1,1,0,0.669763912912458,0.6,1,50,50,82731.8,0.4816,136891020
"1214",1214,14,12,-1,1,0,0.506291948305443,0.6,1,50,50,59135.49,0.3641,69940132.79
"1215",1215,15,12,-1,1,0,0.515716435201466,0.6,1,50,50,88586.43,0.506,156951124.92
"1216",1216,16,12,-1,1,0,0.669674157747068,0.6,1,50,50,49833.87,0.2867,49668283.37
"1217",1217,17,12,-1,1,0,0.627608006400987,0.6,1,50,50,69842.17,0.4103,97558583.64
"1218",1218,18,12,-1,1,0,0.460417767520994,0.6,1,50,50,88120.42,0.5641,155304160.44
"1219",1219,19,12,-1,1,0,0.69621987384744,0.6,1,50,50,63940.64,0.3641,81768116.81
"1220",1220,20,12,-1,1,0,0.657029252988286,0.6,1,50,50,65512.91,0.4104,85838818.29
"1221",1221,21,12,-1,1,0,0.6760251857806,0.6,1,50,50,41998.45,0.2635,35277402.04
"1222",1222,22,12,-1,1,0,0.555630498402752,0.6,1,50,50,49559.37,0.3248,49122632.34
"1223",1223,23,12,-1,1,0,0.684105188027024,0.6,1,50,50,65867.48,0.4101,86770505.66
"1224",1224,24,12,-1,1,0,0.493960213032551,0.6,1,50,50,60416.35,0.3555,73002714.15
"1225",1225,25,12,-1,1,0,0.40895278446842,0.6,1,50,50,99009.2,0.6036,196056443.77
"1226",1226,26,12,-1,1,0,0.676657595834695,0.6,1,50,50,60744.78,0.3698,73798561.87
"1227",1227,27,12,-1,1,0,0.585156591422856,0.6,1,50,50,60435.13,0.36,73048105.97
"1228",1228,28,12,-1,1,0,0.57263976354152,0.6,1,50,50,79033.89,0.4607,124927114.13
"1229",1229,29,12,-1,1,0,0.423801367916167,0.6,1,50,50,89173.44,0.5068,159038062.08
"1230",1230,30,12,-1,1,0,0.471899327333085,0.6,1,50,50,67365.87,0.4252,90763216.63
"1231",1231,31,12,-1,1,0,0.506473597348668,0.6,1,50,50,63142.41,0.4319,79739268.32
"1232",1232,32,12,-1,1,0,0.537254196964204,0.6,1,50,50,50684.36,0.3172,51378094.11
"1233",1233,33,12,-1,1,0,0.657147929561324,0.6,1,50,50,77589.8,0.4794,120403546.51
"1234",1234,34,12,-1,1,0,0.488936028047465,0.6,1,50,50,66935.99,0.4305,89608547.59
"1235",1235,35,12,-1,1,0,0.635094772744924,0.6,1,50,50,53913.79,0.3494,58133928.55
"1236",1236,36,12,-1,1,0,0.53273672121577,0.6,1,50,50,87106.09,0.5062,151749426.65
"1237",1237,37,12,-1,1,0,0.428486735140905,0.6,1,50,50,100483.51,0.6072,201938719.16
"1238",1238,38,12,-1,1,0,0.636087403190322,0.6,1,50,50,85617.78,0.4882,146608099.28
"1239",1239,39,12,-1,1,0,0.63453846052289,0.6,1,50,50,52250.7,0.2911,54602711.42
"1240",1240,40,12,-1,1,0,0.621570194303058,0.6,1,50,50,51450.02,0.3195,52942085.55
"1241",1241,41,12,-1,1,0,0.488775357161649,0.6,1,50,50,71603.01,0.4468,102539806.93
"1242",1242,42,12,-1,1,0,0.57971406718716,0.6,1,50,50,52455.85,0.3539,55032313.54
"1243",1243,43,12,-1,1,0,0.425185772916302,0.6,1,50,50,74620.15,0.496,111363344.57
"1244",1244,44,12,-1,1,0,0.531147304573096,0.6,1,50,50,58514.81,0.3589,68479655.72
"1245",1245,45,12,-1,1,0,0.53819301223848,0.6,1,50,50,71457.14,0.4403,102122464.58
"1246",1246,46,12,-1,1,0,0.500169243314303,0.6,1,50,50,89083.38,0.5353,158716956.64
"1247",1247,47,12,-1,1,0,0.673648620559834,0.6,1,50,50,71717.34,0.442,102867546.36
"1248",1248,48,12,-1,1,0,0.482212229119614,0.6,1,50,50,70031.2,0.5023,98087369.6
"1249",1249,49,12,-1,1,0,0.637885883217677,0.6,1,50,50,54911.56,0.381,60305579.27
"1250",1250,50,12,-1,1,0,0.604966156324372,0.6,1,50,50,56169.66,0.331,63100621.78
"1251",1251,51,12,-1,1,0,0.66319362972863,0.6,1,50,50,78156.9,0.5302,122170023.45
"1252",1252,52,12,-1,1,0,0.560228895838372,0.6,1,50,50,62778.25,0.3998,78822169.91
"1253",1253,53,12,-1,1,0,0.683705529593863,0.6,1,50,50,48766.91,0.2915,47564221.97
"1254",1254,54,12,-1,1,0,0.568779716920108,0.6,1,50,50,80978.8,0.461,131151330.52
"1255",1255,55,12,-1,1,0,0.465741200488992,0.6,1,50,50,82326.23,0.5182,135552155.38
"1256",1256,56,12,-1,1,0,0.51583711176645,0.6,1,50,50,91817.11,0.5378,168607628.26
"1257",1257,57,12,-1,1,0,0.517575518903323,0.6,1,50,50,76191.34,0.4747,116102406.31
"1258",1258,58,12,-1,1,0,0.600990681047551,0.6,1,50,50,56871.6,0.341,64687570.25
"1259",1259,59,12,-1,1,0,0.471326708747074,0.6,1,50,50,69035.04,0.4608,95316730.81
"1260",1260,60,12,-1,1,0,0.414296242780983,0.6,1,50,50,103883.95,0.6848,215837483.91
"1261",1261,61,12,-1,1,0,0.406540817790665,0.6,1,50,50,109938.33,0.6084,241728732.56
"1262",1262,62,12,-1,1,0,0.500278231804259,0.6,1,50,50,90593.69,0.5047,164144342.93
"1263",1263,63,12,-1,1,0,0.611907560983673,0.6,1,50,50,75296.81,0.4388,113392186.6
"1264",1264,64,12,-1,1,0,0.598263976559974,0.6,1,50,50,47473.58,0.3238,45074811.95
"1265",1265,65,12,-1,1,0,0.595774335344322,0.6,1,50,50,61444.7,0.3747,75509016.53
"1266",1266,66,12,-1,1,0,0.436328031122684,0.6,1,50,50,77064.21,0.5092,118777859.86
"1267",1267,67,12,-1,1,0,0.563325597019866,0.6,1,50,50,53123,0.2872,56441056.08
"1268",1268,68,12,-1,1,0,0.594535237201489,0.6,1,50,50,50009.7,0.3304,50019401.39
"1269",1269,69,12,-1,1,0,0.52669774221722,0.6,1,50,50,51271.09,0.3064,52574502.15
"1270",1270,70,12,-1,1,0,0.526215546065941,0.6,1,50,50,65439.57,0.4385,85646745.51
"1271",1271,71,12,-1,1,0,0.625341730751097,0.6,1,50,50,45680.26,0.3056,41733718.22
"1272",1272,72,12,-1,1,0,0.494327273196541,0.6,1,50,50,90113.89,0.5666,162410269.55
"1273",1273,73,12,-1,1,0,0.602865571761504,0.6,1,50,50,44664.5,0.2897,39898354.3
"1274",1274,74,12,-1,1,0,0.58289777720347,0.6,1,50,50,76132.89,0.4631,115924327.54
"1275",1275,75,12,-1,1,0,0.658371017850004,0.6,1,50,50,61381.4,0.3442,75353526.29
"1276",1276,76,12,-1,1,0,0.505803672689945,0.6,1,50,50,64515.76,0.369,83245672.04
"1277",1277,77,12,-1,1,0,0.663855150691234,0.6,1,50,50,55273.87,0.3485,61104009.28
"1278",1278,78,12,-1,1,0,0.404478189977817,0.6,1,50,50,67246.5,0.3982,90441833.2
"1279",1279,79,12,-1,1,0,0.584756694594398,0.6,1,50,50,50815.57,0.3087,51644452.58
"1280",1280,80,12,-1,1,0,0.689363032672554,0.6,1,50,50,58245.15,0.3839,67849943.65
"1281",1281,81,12,-1,1,0,0.682910864474252,0.6,1,50,50,86349.05,0.4828,149123180.84
"1282",1282,82,12,-1,1,0,0.68066928407643,0.6,1,50,50,47553.71,0.318,45227105.08
"1283",1283,83,12,-1,1,0,0.453454719320871,0.6,1,50,50,78293.58,0.515,122597696.35
"1284",1284,84,12,-1,1,0,0.4144885010086,0.6,1,50,50,88683.61,0.48,157295652.43
"1285",1285,85,12,-1,1,0,0.555848063272424,0.6,1,50,50,58096.37,0.3371,67503761.35
"1286",1286,86,12,-1,1,0,0.61343775074929,0.6,1,50,50,62289.27,0.3861,77599058.01
"1287",1287,87,12,-1,1,0,0.678006995143369,0.6,1,50,50,40453.39,0.3046,32729531.89
"1288",1288,88,12,-1,1,0,0.545299888029695,0.6,1,50,50,68086.89,0.4251,92716498.93
"1289",1289,89,12,-1,1,0,0.480729320831597,0.6,1,50,50,89743.52,0.523,161077974.91
"1290",1290,90,12,-1,1,0,0.428837133478373,0.6,1,50,50,97257.9,0.6282,189181990.43
"1291",1291,91,12,-1,1,0,0.605136373639107,0.6,1,50,50,57677.55,0.341,66533999.63
"1292",1292,92,12,-1,1,0,0.577491107257083,0.6,1,50,50,61138.58,0.3644,74758530.56
"1293",1293,93,12,-1,1,0,0.438690510415472,0.6,1,50,50,58951.77,0.3891,69506213.93
"1294",1294,94,12,-1,1,0,0.541091139637865,0.6,1,50,50,78782.3,0.4511,124133004.54
"1295",1295,95,12,-1,1,0,0.620454342127778,0.6,1,50,50,58800.32,0.3515,69149563.54
"1296",1296,96,12,-1,1,0,0.51475627485197,0.6,1,50,50,60418.89,0.3294,73008848.89
"1297",1297,97,12,-1,1,0,0.534970552613959,0.6,1,50,50,56471.73,0.3638,63781128.62
"1298",1298,98,12,-1,1,0,0.605915193888359,0.6,1,50,50,63024.59,0.3841,79441976.92
"1299",1299,99,12,-1,1,0,0.649210106604733,0.6,1,50,50,53034.42,0.3274,56252999.13
"1300",1300,100,12,-1,1,0,0.64008227949962,0.6,1,50,50,44309.29,0.2791,39266255.92
"1301",1301,101,12,-1,1,0,0.559529118821956,0.6,1,50,50,60114.93,0.3246,72276087.22
"1302",1302,102,12,-1,1,0,0.404411032004282,0.6,1,50,50,70045.54,0.398,98127553.86
"1303",1303,103,12,-1,1,0,0.497942016506568,0.6,1,50,50,64692.05,0.3938,83701222.75
"1304",1304,104,12,-1,1,0,0.645434804097749,0.6,1,50,50,75815.66,0.4418,114960294.28
"1305",1305,105,12,-1,1,0,0.426501173479483,0.6,1,50,50,70463.99,0.4361,99303487.1
"1306",1306,106,12,-1,1,0,0.493264168058522,0.6,1,50,50,90124.38,0.5283,162448065.92
"1307",1307,107,12,-1,1,0,0.591368150454946,0.6,1,50,50,79300.93,0.4619,125772742.99
"1308",1308,108,12,-1,1,0,0.473904209001921,0.6,1,50,50,67125,0.4561,90115316.61
"1309",1309,109,12,-1,1,0,0.405734124709852,0.6,1,50,50,101221.89,0.625,204917434.54
"1310",1310,110,12,-1,1,0,0.458239471749403,0.6,1,50,50,73522.42,0.4338,108110933.79
"1311",1311,111,12,-1,1,0,0.64175318996422,0.6,1,50,50,60445.52,0.3513,73073212.79
"1312",1312,112,12,-1,1,0,0.475227284873836,0.6,1,50,50,76372.95,0.4996,116656547.38
"1313",1313,113,12,-1,1,0,0.520428179646842,0.6,1,50,50,60879.82,0.3549,74127045.67
"1314",1314,114,12,-1,1,0,0.584060409688391,0.6,1,50,50,63214.99,0.3983,79922701.55
"1315",1315,115,12,-1,1,0,0.597482200432569,0.6,1,50,50,63710.63,0.3816,81180882.71
"1316",1316,116,12,-1,1,0,0.667481799935922,0.6,1,50,50,59017.48,0.3826,69661255.52
"1317",1317,117,12,-1,1,0,0.565899151214398,0.6,1,50,50,74697.01,0.4092,111592854.89
"1318",1318,118,12,-1,1,0,0.529275513626635,0.6,1,50,50,91693.85,0.5395,168155260.74
"1319",1319,119,12,-1,1,0,0.694240424060263,0.6,1,50,50,43719.98,0.2633,38228725.9
"1320",1320,120,12,-1,1,0,0.496644046250731,0.6,1,50,50,78271.81,0.507,122529537.02
"1321",1321,121,12,-1,1,0,0.575997743103653,0.6,1,50,50,64568.18,0.378,83381008.93
"1322",1322,122,12,-1,1,0,0.577325007063337,0.6,1,50,50,64610.97,0.3946,83491542.63
"1323",1323,123,12,-1,1,0,0.429389899317175,0.6,1,50,50,66074.22,0.4182,87316043.48
"1324",1324,124,12,-1,1,0,0.514152680383995,0.6,1,50,50,64102.03,0.3889,82181402.77
"1325",1325,125,12,-1,1,0,0.429991805041209,0.6,1,50,50,68984.75,0.4154,95177919.86
"1326",1326,126,12,-1,1,0,0.641854228638112,0.6,1,50,50,47523.29,0.2877,45169265.8
"1327",1327,127,12,-1,1,0,0.477947250031866,0.6,1,50,50,82866.98,0.5125,137338727.13
"1328",1328,128,12,-1,1,0,0.44269028196577,0.6,1,50,50,58789.04,0.3658,69123028.55
"1329",1329,129,12,-1,1,0,0.52451717746444,0.6,1,50,50,95214.04,0.5881,181314257.83
"1330",1330,130,12,-1,1,0,0.487793328776024,0.6,1,50,50,92056.9,0.5166,169489444.31
"1331",1331,131,12,-1,1,0,0.678996646939777,0.6,1,50,50,49052.33,0.3016,48122628.24
"1332",1332,132,12,-1,1,0,0.442587995366193,0.6,1,50,50,79697.49,0.5032,127033801.54
"1333",1333,133,12,-1,1,0,0.569072169624269,0.6,1,50,50,48891.2,0.3314,47806993.09
"1334",1334,134,12,-1,1,0,0.677855812082998,0.6,1,50,50,53955.41,0.3348,58223717.09
"1335",1335,135,12,-1,1,0,0.692253106739372,0.6,1,50,50,54406.99,0.3407,59202418.7
"1336",1336,136,12,-1,1,0,0.655375661980361,0.6,1,50,50,63709.26,0.3883,81177383.92
"1337",1337,137,12,-1,1,0,0.6768742315704,0.6,1,50,50,62642.86,0.374,78482554.6
"1338",1338,138,12,-1,1,0,0.574916431494057,0.6,1,50,50,61221.12,0.4247,74960506.4
"1339",1339,139,12,-1,1,0,0.593843529862352,0.6,1,50,50,66743.07,0.4203,89092738.98
"1340",1340,140,12,-1,1,0,0.507410881947726,0.6,1,50,50,86092.09,0.5619,148236965.81
"1341",1341,141,12,-1,1,0,0.431284518935718,0.6,1,50,50,106001.06,0.5818,224724490.88
"1342",1342,142,12,-1,1,0,0.435507619939745,0.6,1,50,50,111985.37,0.6677,250814457.07
"1343",1343,143,12,-1,1,0,0.60397968783509,0.6,1,50,50,71483.96,0.4034,102199126.07
"1344",1344,144,12,-1,1,0,0.672551842522807,0.6,1,50,50,67686.98,0.4423,91630545.33
"1345",1345,145,12,-1,1,0,0.613638700870797,0.6,1,50,50,72189.72,0.4541,104227116.5
"1346",1346,146,12,-1,1,0,0.404002261953428,0.6,1,50,50,76833.31,0.4784,118067138.85
"1347",1347,147,12,-1,1,0,0.544641799805686,0.6,1,50,50,88641.51,0.5122,157146359.65
"1348",1348,148,12,-1,1,0,0.440511188236997,0.6,1,50,50,86451.26,0.4946,149476409.88
"1349",1349,149,12,-1,1,0,0.450645757559687,0.6,1,50,50,106165.31,0.6175,225421454.16
"1350",1350,150,12,-1,1,0,0.44393790778704,0.6,1,50,50,71293.68,0.4003,101655788.3
"1351",1351,151,12,-1,1,0,0.617221456603147,0.6,1,50,50,97791.06,0.5441,191261825.04
"1352",1352,152,12,-1,1,0,0.486092200083658,0.6,1,50,50,77689.21,0.4871,120712279.81
"1353",1353,153,12,-1,1,0,0.684412339236587,0.6,1,50,50,67513.73,0.4148,91162071.8
"1354",1354,154,12,-1,1,0,0.585436958260834,0.6,1,50,50,97274.69,0.5836,189247306.57
"1355",1355,155,12,-1,1,0,0.637198853120208,0.6,1,50,50,64138.27,0.4099,82274362.27
"1356",1356,156,12,-1,1,0,0.482361478125677,0.6,1,50,50,76343.73,0.4878,116567294.24
"1357",1357,157,12,-1,1,0,0.483746582246386,0.6,1,50,50,65897.51,0.4515,86849636.05
"1358",1358,158,12,-1,1,0,0.462369235581718,0.6,1,50,50,94285.46,0.586,177794967.31
"1359",1359,159,12,-1,1,0,0.666427851398475,0.6,1,50,50,54889.25,0.3653,60256596.12
"1360",1360,160,12,-1,1,0,0.402281654905528,0.6,1,50,50,100580.82,0.5594,202330031.66
"1361",1361,161,12,-1,1,0,0.680508112511597,0.6,1,50,50,70901.44,0.4649,100540270.33
"1362",1362,162,12,-1,1,0,0.472506731655449,0.6,1,50,50,81430.56,0.5545,132618735.42
"1363",1363,163,12,-1,1,0,0.566740148770623,0.6,1,50,50,58660.46,0.371,68820984.25
"1364",1364,164,12,-1,1,0,0.691342101292685,0.6,1,50,50,57277.76,0.3501,65614839.41
"1365",1365,165,12,-1,1,0,0.404372891690582,0.6,1,50,50,99095.68,0.5944,196399058.1
"1366",1366,166,12,-1,1,0,0.456183637678623,0.6,1,50,50,90081.53,0.557,162293629.61
"1367",1367,167,12,-1,1,0,0.486208866047673,0.6,1,50,50,76509.33,0.4766,117073539.67
"1368",1368,168,12,-1,1,0,0.523167640413158,0.6,1,50,50,73854.84,0.4539,109090747.12
"1369",1369,169,12,-1,1,0,0.522256631962955,0.6,1,50,50,74239.79,0.4431,110230934.46
"1370",1370,170,12,-1,1,0,0.520107428589836,0.6,1,50,50,66006.92,0.4331,87138271.6
"1371",1371,171,12,-1,1,0,0.526610249746591,0.6,1,50,50,83136.16,0.5022,138232414.11
"1372",1372,172,12,-1,1,0,0.693821741780266,0.6,1,50,50,57268.26,0.3509,65593064.73
"1373",1373,173,12,-1,1,0,0.470710104517639,0.6,1,50,50,69117.86,0.3966,95545581.67
"1374",1374,174,12,-1,1,0,0.420327580836602,0.6,1,50,50,86358.24,0.4853,149154920.59
"1375",1375,175,12,-1,1,0,0.607091249432415,0.6,1,50,50,53732.86,0.3095,57744396.74
"1376",1376,176,12,-1,1,0,0.652052363730036,0.6,1,50,50,59022.69,0.3466,69673569.9
"1377",1377,177,12,-1,1,0,0.459557410422713,0.6,1,50,50,121047.79,0.6365,293051369.17
"1378",1378,178,12,-1,1,0,0.682684475975111,0.6,1,50,50,54875.51,0.3783,60226441.61
"1379",1379,179,12,-1,1,0,0.405702473665588,0.6,1,50,50,78964.47,0.5052,124707735.25
"1380",1380,180,12,-1,1,0,0.424418650940061,0.6,1,50,50,83812.71,0.4935,140491417.86
"1381",1381,181,12,-1,1,0,0.480490012816153,0.6,1,50,50,83754.91,0.4849,140297713.91
