"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"1382",1382,182,12,-1,1,0,0.501759716984816,0.6,1,50,50,66340.73,0.361,88021858.7
"1383",1383,183,12,-1,1,0,0.531550080445595,0.6,1,50,50,65753.02,0.3956,86469194.46
"1384",1384,184,12,-1,1,0,0.617060466995463,0.6,1,50,50,68093.88,0.3933,92735525.72
"1385",1385,185,12,-1,1,0,0.660721789789386,0.6,1,50,50,65615.26,0.3628,86107247.97
"1386",1386,186,12,-1,1,0,0.447076209890656,0.6,1,50,50,92982.27,0.5556,172914032.56
"1387",1387,187,12,-1,1,0,0.656590566458181,0.6,1,50,50,62679.48,0.3527,78574348.1
"1388",1388,188,12,-1,1,0,0.445033398154192,0.6,1,50,50,59317.11,0.409,70370383.85
"1389",1389,189,12,-1,1,0,0.670078443619423,0.6,1,50,50,59625.12,0.3779,71103097.21
"1390",1390,190,12,-1,1,0,0.603741137124598,0.6,1,50,50,63041.75,0.3848,79485255.11
"1391",1391,191,12,-1,1,0,0.46821298468858,0.6,1,50,50,89803.14,0.553,161292084.82
"1392",1392,192,12,-1,1,0,0.532995872618631,0.6,1,50,50,61148.99,0.408,74783978.14
"1393",1393,193,12,-1,1,0,0.630556058161892,0.6,1,50,50,42542.56,0.2792,36197394.4
"1394",1394,194,12,-1,1,0,0.437873026542366,0.6,1,50,50,60367.42,0.3568,72884500.48
"1395",1395,195,12,-1,1,0,0.655747280712239,0.6,1,50,50,54064.96,0.3149,58460394.93
"1396",1396,196,12,-1,1,0,0.503395074838772,0.6,1,50,50,64240.75,0.3639,82537469.08
"1397",1397,197,12,-1,1,0,0.537471975083463,0.6,1,50,50,67420.51,0.4308,90910509.17
"1398",1398,198,12,-1,1,0,0.41262269585859,0.6,1,50,50,58665.74,0.3532,68833377.68
"1399",1399,199,12,-1,1,0,0.566742090717889,0.6,1,50,50,49895.18,0.3342,49790579.69
"1400",1400,200,12,-1,1,0,0.607930812356062,0.6,1,50,50,76085.59,0.4442,115780342.2
"1401",1401,1,14,-1,1,0,0.645789789082482,0.6,1,50,50,55724.94,0.3364,62105374.33
"1402",1402,2,14,-1,1,0,0.542795880441554,0.6,1,50,50,77699,0.4675,120742689.51
"1403",1403,3,14,-1,1,0,0.494767556269653,0.6,1,50,50,93684.83,0.5225,175536936.45
"1404",1404,4,14,-1,1,0,0.685898220096715,0.6,1,50,50,46013.81,0.2827,42345409.3
"1405",1405,5,14,-1,1,0,0.669965128530748,0.6,1,50,50,51125.82,0.3154,52276979.6
"1406",1406,6,14,-1,1,0,0.546145558147691,0.6,1,50,50,89010.81,0.4764,158458490.92
"1407",1407,7,14,-1,1,0,0.581923523033038,0.6,1,50,50,84030.13,0.5069,141221268.31
"1408",1408,8,14,-1,1,0,0.420628800522536,0.6,1,50,50,82031.1,0.5013,134582035.8
"1409",1409,9,14,-1,1,0,0.691012905118987,0.6,1,50,50,39834.25,0.2511,31735354.62
"1410",1410,10,14,-1,1,0,0.676677191187628,0.6,1,50,50,39259.28,0.2339,30825826.22
"1411",1411,11,14,-1,1,0,0.679128258745186,0.6,1,50,50,67576.04,0.3949,91330434.13
"1412",1412,12,14,-1,1,0,0.576765055418946,0.6,1,50,50,73009.53,0.421,106607830.56
"1413",1413,13,14,-1,1,0,0.612552212527953,0.6,1,50,50,59798.99,0.3457,71518376.04
"1414",1414,14,14,-1,1,0,0.69133195632603,0.6,1,50,50,60630.3,0.3647,73520657.69
"1415",1415,15,14,-1,1,0,0.482158188335598,0.6,1,50,50,95399.67,0.5778,182021941.03
"1416",1416,16,14,-1,1,0,0.579716434446163,0.6,1,50,50,74178.89,0.4477,110050148.6
"1417",1417,17,14,-1,1,0,0.435595173737966,0.6,1,50,50,87685.13,0.5364,153773651.1
"1418",1418,18,14,-1,1,0,0.625507504818961,0.6,1,50,50,70193.62,0.4228,98542872.42
"1419",1419,19,14,-1,1,0,0.508967113238759,0.6,1,50,50,63336.1,0.3744,80229224.71
"1420",1420,20,14,-1,1,0,0.507603987236507,0.6,1,50,50,54328.09,0.3749,59030836.47
"1421",1421,21,14,-1,1,0,0.41797586097382,0.6,1,50,50,75877.58,0.4974,115148157.24
"1422",1422,22,14,-1,1,0,0.691194591461681,0.6,1,50,50,45501.69,0.2757,41408078.02
"1423",1423,23,14,-1,1,0,0.433651654236019,0.6,1,50,50,76567.05,0.4855,117250259.91
"1424",1424,24,14,-1,1,0,0.571063845325261,0.6,1,50,50,78278.28,0.5068,122549790.09
"1425",1425,25,14,-1,1,0,0.675416296673939,0.6,1,50,50,34056.79,0.2343,23197301.83
"1426",1426,26,14,-1,1,0,0.547470456105657,0.6,1,50,50,56763.59,0.3222,64442101.34
"1427",1427,27,14,-1,1,0,0.55318351876922,0.6,1,50,50,64827.95,0.3791,84053254.16
"1428",1428,28,14,-1,1,0,0.639613137324341,0.6,1,50,50,62448.26,0.3686,77995703.92
"1429",1429,29,14,-1,1,0,0.496778250019997,0.6,1,50,50,70492.61,0.3989,99384156.39
"1430",1430,30,14,-1,1,0,0.528925133869052,0.6,1,50,50,47167.16,0.2997,44494822.89
"1431",1431,31,14,-1,1,0,0.596549267647788,0.6,1,50,50,68490.56,0.4191,93819128.91
"1432",1432,32,14,-1,1,0,0.66602750166785,0.6,1,50,50,58015.56,0.36,67316098.33
"1433",1433,33,14,-1,1,0,0.598984268843196,0.6,1,50,50,57535.29,0.3499,66206185.43
"1434",1434,34,14,-1,1,0,0.449796696472913,0.6,1,50,50,76741.11,0.4205,117783964.03
"1435",1435,35,14,-1,1,0,0.624564148648642,0.6,1,50,50,61142.18,0.3812,74767328.87
"1436",1436,36,14,-1,1,0,0.439208919880912,0.6,1,50,50,75716.39,0.4375,114659436.35
"1437",1437,37,14,-1,1,0,0.415137232723646,0.6,1,50,50,99438.58,0.6727,197760613.63
"1438",1438,38,14,-1,1,0,0.608896932727657,0.6,1,50,50,46535.99,0.2785,43311968.5
"1439",1439,39,14,-1,1,0,0.464764535124414,0.6,1,50,50,77677.23,0.4118,120675029.39
"1440",1440,40,14,-1,1,0,0.624121167720295,0.6,1,50,50,45426.37,0.2905,41271094.27
"1441",1441,41,14,-1,1,0,0.536455871607177,0.6,1,50,50,61260.18,0.3781,75056192.23
"1442",1442,42,14,-1,1,0,0.447983528557234,0.6,1,50,50,62069.14,0.3616,77051554.94
"1443",1443,43,14,-1,1,0,0.593798588053323,0.6,1,50,50,76407.13,0.4251,116760995.88
"1444",1444,44,14,-1,1,0,0.559986824309453,0.6,1,50,50,43253.14,0.2907,37416681.56
"1445",1445,45,14,-1,1,0,0.673345837369561,0.6,1,50,50,54028.63,0.3532,58381859.38
"1446",1446,46,14,-1,1,0,0.443860720656812,0.6,1,50,50,60450.18,0.3809,73084477.96
"1447",1447,47,14,-1,1,0,0.627979619894177,0.6,1,50,50,67126.9,0.3943,90120402.07
"1448",1448,48,14,-1,1,0,0.672173172864132,0.6,1,50,50,70258.41,0.4327,98724872.52
"1449",1449,49,14,-1,1,0,0.614199290378019,0.6,1,50,50,65388.97,0.3591,85514336.01
"1450",1450,50,14,-1,1,0,0.415511423791759,0.6,1,50,50,54984.69,0.3649,60466325.85
"1451",1451,51,14,-1,1,0,0.627455185097642,0.6,1,50,50,75618.43,0.4369,114362940.63
"1452",1452,52,14,-1,1,0,0.511962272622623,0.6,1,50,50,96959.54,0.5344,188023063.69
"1453",1453,53,14,-1,1,0,0.421596214571036,0.6,1,50,50,64575.51,0.4357,83399941.66
"1454",1454,54,14,-1,1,0,0.577552176895551,0.6,1,50,50,45637.8,0.2856,41656174.65
"1455",1455,55,14,-1,1,0,0.421351334545761,0.6,1,50,50,83922.32,0.4944,140859125.25
"1456",1456,56,14,-1,1,0,0.453991729975678,0.6,1,50,50,76479.38,0.4636,116981914.71
"1457",1457,57,14,-1,1,0,0.689625926036388,0.6,1,50,50,37985.55,0.2323,28858033.33
"1458",1458,58,14,-1,1,0,0.450746708363295,0.6,1,50,50,83908.2,0.4817,140811721.13
"1459",1459,59,14,-1,1,0,0.412179668829776,0.6,1,50,50,90361.98,0.5837,163305739.85
"1460",1460,60,14,-1,1,0,0.529974457412027,0.6,1,50,50,59942.19,0.3618,71861332.91
"1461",1461,61,14,-1,1,0,0.658559111249633,0.6,1,50,50,55507.45,0.3586,61621550.29
"1462",1462,62,14,-1,1,0,0.640055011771619,0.6,1,50,50,41229.43,0.2556,33997322.65
"1463",1463,63,14,-1,1,0,0.435738841234706,0.6,1,50,50,82069.79,0.4437,134709005.63
"1464",1464,64,14,-1,1,0,0.595976090058684,0.6,1,50,50,70840.35,0.3918,100367105.5
"1465",1465,65,14,-1,1,0,0.490409328578971,0.6,1,50,50,69754.7,0.3962,97314361.84
"1466",1466,66,14,-1,1,0,0.439987702481449,0.6,1,50,50,54771.63,0.3392,59998623.14
"1467",1467,67,14,-1,1,0,0.565729749109596,0.6,1,50,50,69131.46,0.3778,95583170.38
"1468",1468,68,14,-1,1,0,0.488354698359035,0.6,1,50,50,80983.96,0.482,131168020.16
"1469",1469,69,14,-1,1,0,0.576223987573758,0.6,1,50,50,82032.29,0.4449,134585920.63
"1470",1470,70,14,-1,1,0,0.562820993945934,0.6,1,50,50,49802.31,0.3147,49605407.14
"1471",1471,71,14,-1,1,0,0.643653280450962,0.6,1,50,50,53171.1,0.3348,56543318.02
"1472",1472,72,14,-1,1,0,0.578308368171565,0.6,1,50,50,63518.36,0.3423,80691645.71
"1473",1473,73,14,-1,1,0,0.448693360714242,0.6,1,50,50,78661.83,0.4711,123753673.38
"1474",1474,74,14,-1,1,0,0.621376688918099,0.6,1,50,50,58273.77,0.3162,67916639.5
"1475",1475,75,14,-1,1,0,0.67717288415879,0.6,1,50,50,58550.49,0.3524,68563197.11
"1476",1476,76,14,-1,1,0,0.451539688021876,0.6,1,50,50,75225.52,0.3663,113177584.37
"1477",1477,77,14,-1,1,0,0.519145958917215,0.6,1,50,50,58895.83,0.3521,69374365.84
"1478",1478,78,14,-1,1,0,0.53132402303163,0.6,1,50,50,64113.54,0.3705,82210918.08
"1479",1479,79,14,-1,1,0,0.609997790516354,0.6,1,50,50,56544.05,0.3244,63944598.16
"1480",1480,80,14,-1,1,0,0.55941822163295,0.6,1,50,50,87487.89,0.5095,153082630.45
"1481",1481,81,14,-1,1,0,0.464568318123929,0.6,1,50,50,78734.25,0.5111,123981645.75
"1482",1482,82,14,-1,1,0,0.517306975647807,0.6,1,50,50,56579.76,0.3585,64025393.17
"1483",1483,83,14,-1,1,0,0.413721609604545,0.6,1,50,50,84506.84,0.4788,142828128.09
"1484",1484,84,14,-1,1,0,0.619242411269806,0.6,1,50,50,39495.47,0.2525,31197848.07
"1485",1485,85,14,-1,1,0,0.471083285985515,0.6,1,50,50,90399.11,0.503,163439978.39
"1486",1486,86,14,-1,1,0,0.406866289605387,0.6,1,50,50,82983.46,0.4972,137725102.79
"1487",1487,87,14,-1,1,0,0.505639959243126,0.6,1,50,50,65147.09,0.3978,84882872.3
"1488",1488,88,14,-1,1,0,0.527057483652607,0.6,1,50,50,63465.11,0.4203,80556396.84
"1489",1489,89,14,-1,1,0,0.570773978717625,0.6,1,50,50,48538.29,0.3097,47119306.32
"1490",1490,90,14,-1,1,0,0.604799967841245,0.6,1,50,50,75364.32,0.4813,113595609.1
"1491",1491,91,14,-1,1,0,0.472844319161959,0.6,1,50,50,74362.37,0.4341,110595249.28
"1492",1492,92,14,-1,1,0,0.480205789534375,0.6,1,50,50,63619.42,0.3611,80948614.87
"1493",1493,93,14,-1,1,0,0.597958412254229,0.6,1,50,50,64272.86,0.4453,82620016.84
"1494",1494,94,14,-1,1,0,0.659009092184715,0.6,1,50,50,44420.84,0.2609,39464220.46
"1495",1495,95,14,-1,1,0,0.58540521627292,0.6,1,50,50,50189.58,0.2881,50379868.97
"1496",1496,96,14,-1,1,0,0.603088312316686,0.6,1,50,50,52944.92,0.3267,56063290.02
"1497",1497,97,14,-1,1,0,0.625486949388869,0.6,1,50,50,48627.84,0.3206,47293343.4
"1498",1498,98,14,-1,1,0,0.527424846682698,0.6,1,50,50,54928.55,0.3592,60342906.2
"1499",1499,99,14,-1,1,0,0.583090701163746,0.6,1,50,50,42034.93,0.2401,35338701.09
"1500",1500,100,14,-1,1,0,0.609019084367901,0.6,1,50,50,67555.46,0.4378,91274800.11
"1501",1501,101,14,-1,1,0,0.57053210590966,0.6,1,50,50,70296.84,0.4294,98832904.18
"1502",1502,102,14,-1,1,0,0.479220028896816,0.6,1,50,50,82816.92,0.5066,137172850.7
"1503",1503,103,14,-1,1,0,0.611857903096825,0.6,1,50,50,63515.09,0.3635,80683325.68
"1504",1504,104,14,-1,1,0,0.411546046403237,0.6,1,50,50,101867.75,0.5865,207540782.75
"1505",1505,105,14,-1,1,0,0.470188678684644,0.6,1,50,50,63840.02,0.4251,81510955.72
"1506",1506,106,14,-1,1,0,0.475464533315971,0.6,1,50,50,77881.73,0.4451,121311280.54
"1507",1507,107,14,-1,1,0,0.630989014124498,0.6,1,50,50,50921.17,0.3199,51859313.31
"1508",1508,108,14,-1,1,0,0.639654547907412,0.6,1,50,50,42039.89,0.2488,35347055.03
"1509",1509,109,14,-1,1,0,0.442679361393675,0.6,1,50,50,82862.73,0.4877,137324633.18
"1510",1510,110,14,-1,1,0,0.575015654717572,0.6,1,50,50,47348.24,0.3216,44837119.72
"1511",1511,111,14,-1,1,0,0.635806286800653,0.6,1,50,50,62591.53,0.3909,78353983.41
"1512",1512,112,14,-1,1,0,0.569157573254779,0.6,1,50,50,42047.63,0.276,35360071.77
"1513",1513,113,14,-1,1,0,0.491635979735292,0.6,1,50,50,77121.97,0.4653,118955951.37
"1514",1514,114,14,-1,1,0,0.648579774145037,0.6,1,50,50,40851.5,0.2621,33376909.09
"1515",1515,115,14,-1,1,0,0.568116838787682,0.6,1,50,50,60928.04,0.3888,74244524.53
"1516",1516,116,14,-1,1,0,0.506934864167124,0.6,1,50,50,76107.1,0.4043,115845821.81
"1517",1517,117,14,-1,1,0,0.456829380826093,0.6,1,50,50,66042.64,0.3615,87232595.88
"1518",1518,118,14,-1,1,0,0.475049660122022,0.6,1,50,50,98726.98,0.5371,194940349.47
"1519",1519,119,14,-1,1,0,0.502444425434805,0.6,1,50,50,75372.25,0.4627,113619520.04
"1520",1520,120,14,-1,1,0,0.667062551388517,0.6,1,50,50,52652.38,0.3183,55445456.83
"1521",1521,121,14,-1,1,0,0.589246611972339,0.6,1,50,50,50394.02,0.3323,50791151.81
"1522",1522,122,14,-1,1,0,0.617141226981766,0.6,1,50,50,67649.13,0.4391,91528107.77
"1523",1523,123,14,-1,1,0,0.497215580288321,0.6,1,50,50,77346.82,0.4636,119650615.27
"1524",1524,124,14,-1,1,0,0.568917759461328,0.6,1,50,50,50809.76,0.3114,51632628.16
"1525",1525,125,14,-1,1,0,0.67886145808734,0.6,1,50,50,55897.81,0.3144,62491310.36
"1526",1526,126,14,-1,1,0,0.603722510719672,0.6,1,50,50,52001.54,0.335,54083201.09
"1527",1527,127,14,-1,1,0,0.464396811951883,0.6,1,50,50,93407.85,0.5392,174500524.77
"1528",1528,128,14,-1,1,0,0.692091802041978,0.6,1,50,50,66826.66,0.3983,89316052.53
"1529",1529,129,14,-1,1,0,0.578726120339706,0.6,1,50,50,49017.37,0.3025,48054053.4
"1530",1530,130,14,-1,1,0,0.437524572387338,0.6,1,50,50,80001.5,0.4956,128004802.31
"1531",1531,131,14,-1,1,0,0.48813262542244,0.6,1,50,50,86226.13,0.5311,148698923.26
"1532",1532,132,14,-1,1,0,0.697626945888624,0.6,1,50,50,59763.08,0.3448,71432507.96
"1533",1533,133,14,-1,1,0,0.45021844219882,0.6,1,50,50,67480.95,0.4154,91073574.63
"1534",1534,134,14,-1,1,0,0.51386889393907,0.6,1,50,50,103818.12,0.5952,215564055.35
"1535",1535,135,14,-1,1,0,0.565264903637581,0.6,1,50,50,70262.83,0.4067,98737307.92
"1536",1536,136,14,-1,1,0,0.650914166867733,0.6,1,50,50,49366.75,0.2929,48741528.13
"1537",1537,137,14,-1,1,0,0.599208235810511,0.6,1,50,50,73513.21,0.4513,108083828.55
"1538",1538,138,14,-1,1,0,0.596874691965058,0.6,1,50,50,51918.53,0.3526,53910680.73
"1539",1539,139,14,-1,1,0,0.698503767349757,0.6,1,50,50,40887.18,0.2775,33435225.73
"1540",1540,140,14,-1,1,0,0.605848108488135,0.6,1,50,50,55065.73,0.2957,60644695.26
"1541",1541,141,14,-1,1,0,0.587190446117893,0.6,1,50,50,53947.4,0.3231,58206449.54
"1542",1542,142,14,-1,1,0,0.42869682139717,0.6,1,50,50,75565.6,0.4861,114203194.37
"1543",1543,143,14,-1,1,0,0.615290337358601,0.6,1,50,50,69831.53,0.3807,97528854.11
"1544",1544,144,14,-1,1,0,0.493197858263738,0.6,1,50,50,60010.06,0.3751,72024157.33
"1545",1545,145,14,-1,1,0,0.539059418416582,0.6,1,50,50,52450.12,0.3267,55020304.23
"1546",1546,146,14,-1,1,0,0.590407320461236,0.6,1,50,50,36317.25,0.272,26378852.21
"1547",1547,147,14,-1,1,0,0.549338969658129,0.6,1,50,50,52251.67,0.3185,54604731.09
"1548",1548,148,14,-1,1,0,0.499001687928103,0.6,1,50,50,57354.15,0.3387,65789972.33
"1549",1549,149,14,-1,1,0,0.54708926489111,0.6,1,50,50,74448.2,0.4222,110850697.23
"1550",1550,150,14,-1,1,0,0.555172664462589,0.6,1,50,50,74950.72,0.4953,112352220.79
"1551",1551,151,14,-1,1,0,0.654560809815302,0.6,1,50,50,66987.91,0.3953,89747606.14
"1552",1552,152,14,-1,1,0,0.558044898835942,0.6,1,50,50,80670.61,0.4459,130154959.04
"1553",1553,153,14,-1,1,0,0.520017486158758,0.6,1,50,50,51009.46,0.3064,52039300.8
"1554",1554,154,14,-1,1,0,0.476809062529355,0.6,1,50,50,70199.88,0.4572,98560454.88
"1555",1555,155,14,-1,1,0,0.686488890857436,0.6,1,50,50,53412.93,0.3329,57058831.19
"1556",1556,156,14,-1,1,0,0.604098815075122,0.6,1,50,50,63914.5,0.4286,81701270.04
"1557",1557,157,14,-1,1,0,0.452306759916246,0.6,1,50,50,74362.4,0.4284,110595319.12
"1558",1558,158,14,-1,1,0,0.423071188270114,0.6,1,50,50,100060.78,0.5645,200243182.03
"1559",1559,159,14,-1,1,0,0.41176016330719,0.6,1,50,50,78315.82,0.4287,122667340.46
"1560",1560,160,14,-1,1,0,0.579255752684549,0.6,1,50,50,67275.65,0.4258,90520252.58
"1561",1561,161,14,-1,1,0,0.562139364797622,0.6,1,50,50,80330.02,0.4809,129058236.1
"1562",1562,162,14,-1,1,0,0.492520675924607,0.6,1,50,50,45295.65,0.2938,41033926.25
"1563",1563,163,14,-1,1,0,0.609426764422096,0.6,1,50,50,62043.5,0.3718,76987917.24
"1564",1564,164,14,-1,1,0,0.531775900372304,0.6,1,50,50,51749.07,0.2963,53559325.86
"1565",1565,165,14,-1,1,0,0.637514177942649,0.6,1,50,50,50239.75,0.2938,50480655.32
"1566",1566,166,14,-1,1,0,0.478641997976229,0.6,1,50,50,78544.45,0.494,123384615.63
"1567",1567,167,14,-1,1,0,0.529500470776111,0.6,1,50,50,82673.7,0.5201,136698821.99
"1568",1568,168,14,-1,1,0,0.572449645074084,0.6,1,50,50,62228.37,0.3677,77447401.65
"1569",1569,169,14,-1,1,0,0.686858931626193,0.6,1,50,50,61340.86,0.3474,75254030.14
"1570",1570,170,14,-1,1,0,0.636077296291478,0.6,1,50,50,69479.66,0.4215,96548454.16
"1571",1571,171,14,-1,1,0,0.545245237322524,0.6,1,50,50,66595.83,0.413,88700080.7
"1572",1572,172,14,-1,1,0,0.417520841327496,0.6,1,50,50,82870.53,0.5306,137350501.04
"1573",1573,173,14,-1,1,0,0.529394339816645,0.6,1,50,50,52980.61,0.3393,56138904.32
"1574",1574,174,14,-1,1,0,0.639125889749266,0.6,1,50,50,67443.87,0.4144,90973517.75
"1575",1575,175,14,-1,1,0,0.521447191922925,0.6,1,50,50,77592.59,0.462,120412187.33
"1576",1576,176,14,-1,1,0,0.642301922431216,0.6,1,50,50,51254.55,0.2809,52540570
"1577",1577,177,14,-1,1,0,0.695705959806219,0.6,1,50,50,56364.55,0.3642,63539257.89
"1578",1578,178,14,-1,1,0,0.616309843328781,0.6,1,50,50,51277.54,0.3189,52587718.15
"1579",1579,179,14,-1,1,0,0.437271283986047,0.6,1,50,50,116031.52,0.6437,269266255.05
"1580",1580,180,14,-1,1,0,0.491024036053568,0.6,1,50,50,107616.82,0.5767,231627616.88
"1581",1581,181,14,-1,1,0,0.620531320478767,0.6,1,50,50,54026.02,0.3111,58376221.71
"1582",1582,182,14,-1,1,0,0.407087196409702,0.6,1,50,50,59898.64,0.3882,71756933.15
"1583",1583,183,14,-1,1,0,0.638594482047483,0.6,1,50,50,77370.91,0.4691,119725150.49
"1584",1584,184,14,-1,1,0,0.609226404526271,0.6,1,50,50,67153.96,0.4128,90193099.49
"1585",1585,185,14,-1,1,0,0.593206197605468,0.6,1,50,50,42960.28,0.3098,36911718.05
"1586",1586,186,14,-1,1,0,0.609191336249933,0.6,1,50,50,42307.64,0.3214,35798727.85
"1587",1587,187,14,-1,1,0,0.605957627273165,0.6,1,50,50,96518.89,0.5216,186317921.43
"1588",1588,188,14,-1,1,0,0.598196821729652,0.6,1,50,50,71813.36,0.3927,103143177.24
"1589",1589,189,14,-1,1,0,0.63822975945659,0.6,1,50,50,58587.27,0.3886,68649370.38
"1590",1590,190,14,-1,1,0,0.455207111802883,0.6,1,50,50,110850.28,0.6449,245755671.44
"1591",1591,191,14,-1,1,0,0.427396733802743,0.6,1,50,50,64772.31,0.3906,83909045.13
"1592",1592,192,14,-1,1,0,0.602227369463071,0.6,1,50,50,52258.09,0.3834,54618162.42
"1593",1593,193,14,-1,1,0,0.553589353198186,0.6,1,50,50,60825.82,0.3276,73995606.4
"1594",1594,194,14,-1,1,0,0.538928289408796,0.6,1,50,50,77373.84,0.486,119734210.75
"1595",1595,195,14,-1,1,0,0.692359381797723,0.6,1,50,50,67249.55,0.39,90450038.68
"1596",1596,196,14,-1,1,0,0.498862600582652,0.6,1,50,50,60340.93,0.3856,72820565.25
"1597",1597,197,14,-1,1,0,0.442181750992313,0.6,1,50,50,71678.05,0.4569,102754846.01
"1598",1598,198,14,-1,1,0,0.463868337986059,0.6,1,50,50,69493.6,0.4273,96587203
"1599",1599,199,14,-1,1,0,0.629311632690951,0.6,1,50,50,66424.92,0.3921,88245402.18
"1600",1600,200,14,-1,1,0,0.465408479515463,0.6,1,50,50,62926.83,0.3715,79195710.1
"1601",1601,1,16,-1,1,0,0.402122918283567,0.6,1,50,50,55306.01,0.3615,61175098.37
"1602",1602,2,16,-1,1,0,0.560501283942722,0.6,1,50,50,80300.9,0.4378,128964682.94
"1603",1603,3,16,-1,1,0,0.597969140182249,0.6,1,50,50,51140.53,0.3011,52307070.39
"1604",1604,4,16,-1,1,0,0.404493599268608,0.6,1,50,50,75538.06,0.3506,114119976.82
"1605",1605,5,16,-1,1,0,0.631623114738613,0.6,1,50,50,57601.09,0.3426,66357716.1
"1606",1606,6,16,-1,1,0,0.630355189414695,0.6,1,50,50,61086.91,0.374,74632223.1
"1607",1607,7,16,-1,1,0,0.499701866786927,0.6,1,50,50,93161.25,0.5401,173580359.69
"1608",1608,8,16,-1,1,0,0.42434212716762,0.6,1,50,50,82299.39,0.4826,135463800.86
"1609",1609,9,16,-1,1,0,0.578987673087977,0.6,1,50,50,43887.59,0.3205,38522415.5
"1610",1610,10,16,-1,1,0,0.575660586776212,0.6,1,50,50,81325.51,0.3741,132276770.96
"1611",1611,11,16,-1,1,0,0.462686251662672,0.6,1,50,50,77010.53,0.4805,118612442.38
"1612",1612,12,16,-1,1,0,0.553046867274679,0.6,1,50,50,64035.19,0.4184,82010120.37
"1613",1613,13,16,-1,1,0,0.518860593531281,0.6,1,50,50,56246.38,0.3206,63273110.15
"1614",1614,14,16,-1,1,0,0.544831843324937,0.6,1,50,50,63060.82,0.3808,79533345.45
"1615",1615,15,16,-1,1,0,0.575890732742846,0.6,1,50,50,63599.98,0.3666,80899157.52
"1616",1616,16,16,-1,1,0,0.646514883288182,0.6,1,50,50,59801.93,0.3875,71525406.21
"1617",1617,17,16,-1,1,0,0.629990754881874,0.6,1,50,50,68532.95,0.3805,93935301.83
"1618",1618,18,16,-1,1,0,0.488375882571563,0.6,1,50,50,73860.13,0.4506,109106369.38
"1619",1619,19,16,-1,1,0,0.442142487852834,0.6,1,50,50,80598.32,0.4223,129921796.35
"1620",1620,20,16,-1,1,0,0.559110480477102,0.6,1,50,50,70182.61,0.4416,98511978.38
"1621",1621,21,16,-1,1,0,0.542167118331417,0.6,1,50,50,44412.06,0.2416,39448626.94
"1622",1622,22,16,-1,1,0,0.46896094228141,0.6,1,50,50,58181.94,0.3796,67702753.14
"1623",1623,23,16,-1,1,0,0.42120470223017,0.6,1,50,50,85357.68,0.5273,145718669.85
"1624",1624,24,16,-1,1,0,0.481234297668561,0.6,1,50,50,43183.95,0.2682,37297064.75
"1625",1625,25,16,-1,1,0,0.536266324855387,0.6,1,50,50,84960.29,0.5158,144365022.96
"1626",1626,26,16,-1,1,0,0.639488357538357,0.6,1,50,50,56455.52,0.3389,63744516.05
"1627",1627,27,16,-1,1,0,0.412658250215463,0.6,1,50,50,91041.42,0.5388,165770793.47
"1628",1628,28,16,-1,1,0,0.493347446247935,0.6,1,50,50,70843.3,0.4224,100375462.99
"1629",1629,29,16,-1,1,0,0.607997250952758,0.6,1,50,50,59831.26,0.313,71595589.68
"1630",1630,30,16,-1,1,0,0.624063371843658,0.6,1,50,50,67715.53,0.3954,91707862.45
"1631",1631,31,16,-1,1,0,0.433952430519275,0.6,1,50,50,54959.06,0.3329,60409963.12
"1632",1632,32,16,-1,1,0,0.51143568654079,0.6,1,50,50,71538.7,0.4288,102355704.26
"1633",1633,33,16,-1,1,0,0.405542035377584,0.6,1,50,50,64241.14,0.3795,82538488.58
"1634",1634,34,16,-1,1,0,0.559289183281362,0.6,1,50,50,44055.58,0.2777,38817879.63
"1635",1635,35,16,-1,1,0,0.424241315573454,0.6,1,50,50,49764.77,0.3249,49530651.32
"1636",1636,36,16,-1,1,0,0.579348629829474,0.6,1,50,50,50319.5,0.3094,50641036.26
"1637",1637,37,16,-1,1,0,0.460595185519196,0.6,1,50,50,94858.4,0.5385,179962338.75
"1638",1638,38,16,-1,1,0,0.506716748815961,0.6,1,50,50,62521.5,0.4091,78178771.6
"1639",1639,39,16,-1,1,0,0.521901285578497,0.6,1,50,50,70341.89,0.4115,98959619.1
"1640",1640,40,16,-1,1,0,0.585330700036138,0.6,1,50,50,43690.44,0.2777,38177091.15
"1641",1641,41,16,-1,1,0,0.653186036529951,0.6,1,50,50,37283.27,0.231,27800841.17
"1642",1642,42,16,-1,1,0,0.570911804935895,0.6,1,50,50,50501.19,0.3305,51007399.48
"1643",1643,43,16,-1,1,0,0.596292871446349,0.6,1,50,50,43933.25,0.2747,38602607.45
"1644",1644,44,16,-1,1,0,0.636371316271834,0.6,1,50,50,40564.57,0.2532,32909692.89
"1645",1645,45,16,-1,1,0,0.466148391948082,0.6,1,50,50,62603.59,0.3604,78384201.14
"1646",1646,46,16,-1,1,0,0.693985658418387,0.6,1,50,50,43375.01,0.2652,37627829
"1647",1647,47,16,-1,1,0,0.572903043101542,0.6,1,50,50,69646.79,0.4095,97013500.07
"1648",1648,48,16,-1,1,0,0.455793393380009,0.6,1,50,50,59105.97,0.2945,69870315.12
"1649",1649,49,16,-1,1,0,0.616642277431674,0.6,1,50,50,52923.37,0.3058,56017670.01
